,x,y
0,0.0395136778115501,0.0496453900709248
1,0.0699088145896656,0.0992907801418425
2,0.1056231003039513,0.0744680851063819
3,0.1314589665653495,0.1241134751773067
4,0.155775075987842,0.1985815602836886
5,0.1876899696048632,0.2234042553191493
6,0.2325227963525836,0.173758865248228
7,0.2971124620060791,0.3226950354609919
8,0.3651215805471124,0.5585106382978715
9,0.4065349544072948,1.0177304964539005
10,0.4361702127659576,1.588652482269504
11,0.4635258358662615,2.1099290780141846
12,0.4874620060790274,2.792553191489363
13,0.4992401215805472,3.1152482269503547
