,x,y
0,0.0403422982885085,0.0715883668903778
1,0.0704156479217603,0.0954511558538406
2,0.1048899755501222,0.1193139448172999
3,0.1320293398533007,0.1431767337807592
4,0.1877750611246944,0.2624906785980592
5,0.2515892420537897,0.6562266964951533
6,0.3058679706601467,1.360178970917227
7,0.3337408312958435,1.8851603281133489
8,0.3630806845965769,2.6487695749440707
9,0.3887530562347188,3.5316927665920943
10,0.4100244498777505,4.617449664429531
11,0.4290953545232274,5.8702460850111855
12,0.4459657701711491,7.20656226696495
13,0.4643031784841076,9.28262490678598
14,0.4767726161369193,10.475764354958988
15,0.4907090464547677,12.074571215510812
