x,y
0.5005605381165921, 3.4899766704385113
0.49495515695067266, 3.282567089951523
0.48766816143497765, 3.020567034072334
0.48150224215246645, 2.791326152857521
0.4725336322869956, 2.540156182333792
0.46524663677130046, 2.3326732604109903
0.4562780269058296, 2.1142135702610947
0.4467488789237668, 1.9393431401310357
0.4360986547085202, 1.7099066817540471
0.42320627802690586, 1.5457929955436338
0.41087443946188346, 1.381703756478493
0.3979820627802691, 1.2503003506419113
0.38452914798206284, 1.097065644077503
0.3721973094170404, 0.9983969657600253
0.35818385650224216, 0.8887515192154547
0.3424887892376682, 0.7899361580263466
0.3251121076233184, 0.7128543089839763
0.30829596412556054, 0.6357969070868768
0.2914798206278027, 0.558739505189779
0.27298206278026904, 0.5034156154394189
0.2595291479820628, 0.4592151767877848
0.24495515695067266, 0.4258692706368823
0.22813901345291482, 0.38152214911361604
0.21188340807174888, 0.32629604794434286
0.19562780269058297, 0.292876800357627
0.179932735426009, 0.2703854267074579
0.16423766816143498, 0.24789405305729062
0.1468609865470852, 0.21442591118002774
0.1311659192825112, 0.17012768394730493
0.11378923766816146, 0.15846639565259757
0.09697309417040362, 0.15773298129444058
0.08127802690582961, 0.12433818085299464
0.06502242152466368, 0.1127257868488325
0.04876681614349776, 0.11201681963594545
0.034753363228699555, 0.07869536063031823
0.023542600896861, 0.06730299093359982
0.01121076233183857, 0.044958300155064634
0.0016816143497757827, 0.022735845102886287
