,x,y
0,0.0586187569645827,0.6537259153611323
1,0.0623008009671229,0.9946032956095864
2,0.067254434584494,1.2346212650615165
3,0.0722915564088993,1.446216053920459
4,0.0771338724168912,1.7957189822755844
5,0.0869019926399093,2.493293522224341
6,0.0916608204408669,2.9069471443999757
7,0.0980476682789942,3.668536941744488
8,0.101428940663885,4.133797997948939
9,0.1071896269492547,4.81240836033289
10,0.1111970608869032,5.443709548313322
11,0.1169577471722728,6.261381106664125
12,0.1207147164888183,6.859948542024014
13,0.126725867395291,7.540608919382503
14,0.1327370183017637,8.382998856489422
15,0.135492129133897,9.229655040975796
16,0.1440079262514,10.143235287889375
17,0.1485162894312545,11.46361730512674
18,0.1522732587477999,12.319452385490122
19,0.1572825511698605,14.093177053554411
20,0.1605385912441999,15.743654575101116
21,0.1679094072366604,16.923675206694075
