x,y
0.49999999999999994, 2.6940020675299987
0.4932735426008969, 2.530157299917577
0.484865470852018, 2.3553357640780623
0.47533632286995514, 2.147755053574172
0.46636771300448426, 2.005619350963217
0.4573991031390135, 1.8416767947697066
0.4467488789237668, 1.677660897140382
0.43441704035874446, 1.535378511657795
0.42320627802690586, 1.414951874048307
0.41087443946188346, 1.2726694885657208
0.3979820627802691, 1.1521695095204159
0.38565022421524664, 1.0425974044116613
0.37387892376681614, 0.954856600030733
0.36098654708520184, 0.8779703281505373
0.3480941704035875, 0.8119874830616203
0.33520179372197306, 0.7241977843901477
0.32230941704035876, 0.6691183660925084
0.30773542600896864, 0.6030621795677735
0.2914798206278027, 0.5369326516072244
0.2763452914798206, 0.4926588715197733
0.25980941704035876, 0.448323973569142
0.2438340807174888, 0.40401352276378333
0.22701793721973096, 0.3651181146361555
0.21188340807174888, 0.33719947473561973
0.19562780269058297, 0.30378022714890385
0.1804932735426008, 0.27586158724836807
0.1664798206278027, 0.2479918416383775
0.1524663677130045, 0.2255738094240236
0.13901345291479822, 0.20318022435494498
0.12387892376681617, 0.18071329785004941
0.10930493273542602, 0.1582708184904238
0.09417040358744394, 0.12490046519424958
0.08015695067264572, 0.11338585977117432
0.06502242152466368, 0.09091893326627876
0.052130044843049325, 0.07945322213374695
0.03979820627802691, 0.05710853135520999
0.02466367713004486, 0.034641604850312646
0.012892376681614352, 0.01232136121704741
0.0022421524663677125, 0.011856865456881138
