x,y,mode
0.4999999999999999,5.877802690582959,fs
0.484865470852018,4.874027352863109,fs
0.4714125560538116,4.13200759956973,fs
0.4534753363228699,3.4443094030705605,fs
0.4366591928251121,2.942018356313649,fs
0.4170403587443946,2.4287016470391007,fs
0.3923766816143497,1.9805854742047675,fs
0.3643497757847534,1.6086466060377456,fs
0.336322869955157,1.280321445035832,fs
0.3077354260089686,1.0391992512188644,fs
0.280829596412556,0.852667532794098,fs
0.2438340807174888,0.6765991925457158,fs
0.2102017937219731,0.5442912423340731,fs
0.1765695067264574,0.4446935724962628,fs
0.1457399103139013,0.3452181383848121,fs
0.1076233183856502,0.2454248913848253,fs
0.0756726457399103,0.1677074165653849,fs
0.0493273542600896,0.1229446935724958,fs
0.0257847533632287,0.0783042063059671,fs
0.0022421524663677,0.022760292248158,fs
0.4927130044843049,5.375927245295669,fs
0.4781390134529148,4.524824329798974,fs
0.4624439461883408,3.760899934341952,fs
0.445067264573991,3.1604535993182727,fs
0.4248878923766816,2.6362090161071743,fs
0.4030269058295964,2.177311652207925,fs
0.3783632286995516,1.794616040121257,fs
0.3508968609865471,1.4336050458907827,fs
0.3217488789237668,1.137941270972158,fs
0.2942825112107623,0.9404816786108432,fs
0.2606502242152466,0.7645600212340904,fs
0.2270179372197309,0.6104452174398949,fs
0.1922645739910314,0.4780883729377088,fs
0.1597533632286995,0.3785395973904411,fs
0.1266816143497758,0.2898698014891803,fs
0.0913677130044843,0.2120056437981077,fs
0.0610986547085201,0.1234580836232055,fs
0.0358744394618834,0.0896476817121385,fs
0.0140134529147982,0.0559839626727001,fs
0.4999999999999999,5.365341631392927,fn
0.4960762331838564,5.125295111967924,fn
0.492152466367713,4.896152019334198,fn
0.4887892376681614,4.667033373845744,fn
0.483744394618834,4.383324252965089,fn
0.4792600896860986,4.143253286394813,fn
0.4730941704035874,3.870398698014891,fn
0.4680493273542601,3.652110137881899,fn
0.461322869955157,3.4446516631043678,fn
0.4562780269058296,3.2154596761800978,fn
0.4489910313901345,2.9861699006747404,fn
0.4417040358744394,2.76778355196066,fn
0.4338565022421525,2.53846932931003,fn
0.4260089686098655,2.374575667407065,fn
0.4181614349775785,2.188875151921545,fn
0.4080717488789238,2.013980274646213,fn
0.398542600896861,1.8391098445161556,fn
0.3856502242152466,1.6531893047231865,fn
0.3733183856502242,1.5000034924493235,fn
0.3604260089686099,1.335889806238911,fn
0.3447309417040359,1.182557311093415,fn
0.3301569506726457,1.051080563821018,fn
0.3122197309417041,0.9303605604682668,fn
0.2937219730941704,0.8205195367615206,fn
0.2741031390134529,0.7106296187642318,fn
0.2539237668161435,0.6007152536216687,fn
0.234304932735426,0.5344390427894874,fn
0.2141255605381166,0.4899452383945899,fn
0.1945067264573991,0.4236690275624095,fn
0.1776905829596412,0.3684184792478646,fn
0.1569506726457399,0.3348036544989714,fn
0.1362107623318385,0.2684785493762476,fn
0.1182735426008968,0.234985960353713,fn
0.1003363228699551,0.2014933713311819,fn
0.085201793721973,0.1681230180350077,fn
0.0667040358744394,0.1564128354497569,fn
0.0510089686098654,0.1121146082170341,fn
0.0353139013452914,0.1005266613581437,fn
0.0218609865470852,0.0781330762890633,fn
0.0078475336322869,0.0448116172834325,fn
0.5005605381165921,3.489976670438512,sn
0.4949551569506726,3.282567089951523,sn
0.4876681614349776,3.020567034072334,sn
0.4815022421524664,2.791326152857521,sn
0.4725336322869956,2.540156182333792,sn
0.4652466367713004,2.3326732604109903,sn
0.4562780269058296,2.1142135702610947,sn
0.4467488789237668,1.939343140131036,sn
0.4360986547085202,1.7099066817540471,sn
0.4232062780269058,1.5457929955436338,sn
0.4108744394618834,1.381703756478493,sn
0.3979820627802691,1.2503003506419113,sn
0.3845291479820628,1.097065644077503,sn
0.3721973094170404,0.9983969657600252,sn
0.3581838565022421,0.8887515192154547,sn
0.3424887892376682,0.7899361580263466,sn
0.3251121076233184,0.7128543089839763,sn
0.3082959641255605,0.6357969070868768,sn
0.2914798206278027,0.558739505189779,sn
0.272982062780269,0.5034156154394189,sn
0.2595291479820628,0.4592151767877848,sn
0.2449551569506726,0.4258692706368823,sn
0.2281390134529148,0.381522149113616,sn
0.2118834080717488,0.3262960479443428,sn
0.1956278026905829,0.292876800357627,sn
0.179932735426009,0.2703854267074579,sn
0.1642376681614349,0.2478940530572906,sn
0.1468609865470852,0.2144259111800277,sn
0.1311659192825112,0.1701276839473049,sn
0.1137892376681614,0.1584663956525975,sn
0.0969730941704036,0.1577329812944405,sn
0.0812780269058296,0.1243381808529946,sn
0.0650224215246636,0.1127257868488325,sn
0.0487668161434977,0.1120168196359454,sn
0.0347533632286995,0.0786953606303182,sn
0.023542600896861,0.0673029909335998,sn
0.0112107623318385,0.0449583001550646,sn
0.0016816143497757,0.0227358451028862,sn
0.4999999999999999,3.4899522232932387,sf
0.4932735426008969,3.249783468141876,sf
0.4887892376681614,3.042422781945433,sf
0.4815022421524664,2.824036433231353,sf
0.4736547085201794,2.627432490954555,sf
0.4652466367713004,2.3980938211586533,sf
0.4557174887892376,2.2014165374460406,sf
0.445067264573991,1.993786932651607,sf
0.4327354260089686,1.775180559630079,sf
0.4198430493273543,1.578356593045834,sf
0.406390134529148,1.414218459690149,sf
0.3929372197309417,1.2609837531257408,sf
0.3761210762331838,1.129409217272257,sf
0.3604260089686099,0.976076722126761,sf
0.3424887892376682,0.8662601455652865,sf
0.3234304932735426,0.7563946747132686,sf
0.3026905829596413,0.6355524356341578,sf
0.2819506726457399,0.5801307573027117,sf
0.2651345291479821,0.5030733554056122,sf
0.2455156950672646,0.4477005713647095,sf
0.2292600896860986,0.4033778969867132,sf
0.2113228699551569,0.3480784543816266,sf
0.1894618834080717,0.2926078817596362,sf
0.1692825112107623,0.2699209309472916,sf
0.1502242152466368,0.2145725940516598,sf
0.1289237668161435,0.170029895366218,sf
0.1081838565022421,0.1473184974086017,sf
0.0868834080717488,0.1136792255144367,sf
0.0683856502242152,0.1019690429291859,sf
0.0521300448430493,0.0903566489250238,sf
0.0330717488789237,0.0677185924032226,sf
0.0179372197309417,0.045251665898327,sf
0.0039237668161435,0.0228336336839731,sf
0.4994394618834081,2.813915315088777,ns
0.4915919282511211,2.595504519229425,ns
0.4831838565022421,2.4097795565986324,ns
0.4747757847533633,2.2022477403852854,ns
0.4646860986547086,1.994642582736124,ns
0.4551569506726458,1.8088687258147875,ns
0.4439461883408072,1.6230215274576354,ns
0.4321748878923767,1.480763589120321,ns
0.4209641255605381,1.3276266711370006,ns
0.4069506726457399,1.1743675174273216,ns
0.3912556053811659,1.053745302655658,ns
0.3778026905829597,0.9332208764650812,ns
0.3637892376681614,0.8344788567117885,ns
0.3458520179372197,0.7464691337328686,ns
0.3284753363228699,0.6584838578992205,ns
0.3133408071748879,0.5814997974379388,ns
0.2993273542600897,0.5372749116410311,ns
0.280829596412556,0.4710475950993942,ns
0.2640134529147982,0.4157970467848511,ns
0.2466367713004484,0.3714254781163113,ns
0.2320627802690583,0.3380795719654088,ns
0.2158071748878923,0.3046603243786929,ns
0.2006726457399103,0.2712899710825187,ns
0.1838565022421524,0.248749703141808,ns
0.1681614349775784,0.2208066160959987,ns
0.1519058295964125,0.2037425086961981,ns
0.1345291479820627,0.1702743668189388,ns
0.1160313901345291,0.1476607574424093,ns
0.1020179372197309,0.1361461520193341,ns
0.0863228699551569,0.113654778369165,ns
0.0717488789237668,0.0912122990095412,ns
0.0566143497757847,0.0851005126915609,ns
0.0426008968609865,0.0735859072684856,ns
0.0291479820627802,0.0566440355950437,ns
0.0168161434977578,0.0452027716077836,ns
0.0050448430493273,0.0228825279745183,ns
0.4999999999999999,2.6940020675299987,nf
0.4932735426008969,2.530157299917577,nf
0.484865470852018,2.3553357640780623,nf
0.4753363228699551,2.147755053574172,nf
0.4663677130044842,2.005619350963217,nf
0.4573991031390135,1.8416767947697064,nf
0.4467488789237668,1.677660897140382,nf
0.4344170403587444,1.535378511657795,nf
0.4232062780269058,1.414951874048307,nf
0.4108744394618834,1.2726694885657208,nf
0.3979820627802691,1.152169509520416,nf
0.3856502242152466,1.0425974044116613,nf
0.3738789237668161,0.954856600030733,nf
0.3609865470852018,0.8779703281505373,nf
0.3480941704035875,0.8119874830616203,nf
0.335201793721973,0.7241977843901477,nf
0.3223094170403587,0.6691183660925084,nf
0.3077354260089686,0.6030621795677735,nf
0.2914798206278027,0.5369326516072244,nf
0.2763452914798206,0.4926588715197733,nf
0.2598094170403587,0.448323973569142,nf
0.2438340807174888,0.4040135227637833,nf
0.2270179372197309,0.3651181146361555,nf
0.2118834080717488,0.3371994747356197,nf
0.1956278026905829,0.3037802271489038,nf
0.1804932735426008,0.275861587248368,nf
0.1664798206278027,0.2479918416383775,nf
0.1524663677130045,0.2255738094240236,nf
0.1390134529147982,0.2031802243549449,nf
0.1238789237668161,0.1807132978500494,nf
0.109304932735426,0.1582708184904238,nf
0.0941704035874439,0.1249004651942495,nf
0.0801569506726457,0.1133858597711743,nf
0.0650224215246636,0.0909189332662787,nf
0.0521300448430493,0.0794532221337469,nf
0.0397982062780269,0.0571085313552099,nf
0.0246636771300448,0.0346416048503126,nf
0.0128923766816143,0.0123213612170474,nf
0.0022421524663677,0.0118568654568811,nf
