,x,y
0,0.4150809968280538,0.4517761878720741
1,0.4179596441112789,0.6499160498774685
2,0.4678590273102745,0.7519943894100027
3,0.4748693315866401,0.946833855250981
4,0.5011881152089663,1.0417807361394562
5,0.5568581357690001,1.015398230827353
6,0.5763255903136912,1.2283641600627335
7,0.6011535452411709,1.1197297100658474
8,0.6255985153108568,1.6745356861075145
9,0.6531504157493493,1.4870964182990658
10,0.6805771365149833,1.530939648586708
11,0.7003839085897272,1.5676172108187547
12,0.7418533141682284,1.8991771969592608
13,0.7670311675551755,1.8264293298044527
14,0.7892469205436583,2.215538495577068
15,0.8144247739306054,2.223755672164541
16,0.8504636621119219,2.579078725379869
17,0.8665599243099651,2.4502943750774016
18,0.9011584438196034,2.972266655143084
19,0.919877731482324,2.8422063311166497
20,0.9551245428576628,3.4487637081658296
21,0.981783446443842,3.2922439574083846
