x,y
1.289956948282886, 16.918003545435525
1.279938340251704, 15.202541262483345
1.2763530461016726, 14.321577608702832
1.2747754373988396, 13.734929146342806
1.2675057530747296, 13.19243346803052
1.2622794287664747, 12.505257594609175
1.2558580064082097, 11.524427169927659
1.2539097785754396, 10.498453000957927
1.2466519857742153, 9.809625527135793
1.2409836931987095, 9.561114720163838
1.2349368538113432, 8.970832736922075
1.2321562193765758, 8.188084253641778
1.2281289569592935, 7.745785666310653
1.2212536748108918, 7.349952103588375
1.2155972737582719, 6.95510950110657
1.2107613877847636, 6.463373008445181
1.2067499807313287, 5.8259653604342585
1.1998628070600412, 5.576463593221831
1.1929795972297157, 5.278184560839449
1.1844831041279, 4.832252452626594
1.1772173836447517, 4.24097950914436
1.1695295140991622, 3.844485306261763
1.1618495722354962, 3.3504365730392713
1.1525523832593785, 2.7575120291562527
1.144047962475639, 2.4091344512832897
1.13430880523227, 2.2548749738496596
1.1270272293852743, 1.8587110910472227
1.1189092830953193, 1.75455015910417
1.1116039242025524, 1.6510498673214329
1.105111152706973, 1.5482102156990116
1.0957941445260457, 1.199171997665733
1.0868755023617886, 0.9480186300525162
1.0783472985322777, 0.8923046431992567
1.0714521971790665, 0.74035740632673
1.064158729809185, 0.4905253190341412
1.0572636284559738, 0.3385780821616109
