x,y
1.2866509541549458, 5.991310248894067
1.2759634050533466, 5.355094317308257
1.2693864517600548, 4.963576820947761
1.264038115512304, 4.571214565892586
1.2566512075825542, 4.328768820519752
1.249252135127601, 3.888311637114189
1.2418713094604528, 3.7448716107577162
1.2348787348893788, 3.2546299816124176
1.223790770166502, 2.7672042147827156
1.2159973643528728, 2.5745429151496175
1.2041055272561394, 2.335194618323939
1.1958934590334271, 1.9943063263978615
1.1889160901188576, 1.7515789947934692
1.181938721204288, 1.508851663189077
1.1721037025773589, 1.4166040137301437
1.1602240300058289, 1.375267154937191
1.150382929116298, 1.1840137864618967
1.1409513672419473, 0.9924788317550401
1.1282343698522517, 0.6546879883761179
1.1183963100940217, 0.512937479409004
1.1077452545680326, 0.47075586192137564
1.0974946146633215, 0.27978407967763985
1.0893038343597152, 0.2854158043088333
1.0774211206568844, 0.19457608600770016
1.0675921842925569, 0.20133415556513157
1.0548934336906663, 0.1605604692352962
