x,y
1.0577865212641695, 0.2909216443849658
1.0641117190566494, 0.40160976832387973
1.0712677162003037, 0.40087203665958526
1.0792408930336377, 0.5856170699757399
1.0850190344227486, 0.6221347873583056
1.0907954733541727, 0.6957660823138276
1.0949222307870556, 0.7324540454650759
1.1018029972713386, 0.7317446880955636
1.108948779668872, 0.953688421869014
1.1174775251940092, 1.0270359738767318
1.126001163346086, 1.2117242586033221
1.1359009547950194, 1.3962706718560085
1.1447083358949017, 1.3953626944230315
1.1535089071640365, 1.5429090272818833
1.1609248128478808, 1.8761651194794275
1.1672432008096132, 2.135307553710174
1.1760420696210614, 2.319967464141982
1.1829143238169102, 2.504825994637258
1.1930927508405886, 2.61511687844925
1.1988657848566389, 2.762975328550688
1.2057295267640535, 3.133401746910746
1.2156259132976133, 3.392175315309352
1.221663963226914, 3.762686856553753
1.2293550995701295, 4.095914574456513
1.2367761126270342, 4.317829933935181
1.2444638440548759, 4.725284806983858
1.251602816621662, 5.095682851049139
1.2598393069105596, 5.540194553081209
1.2680809045725177, 5.873365522394412
1.276869558637845, 6.280706898263967
