x,y
1.0578935447338618, 0.7377525743084412
1.064824462061155, 1.0306602408841776
1.0733861834654588, 1.3237883459672126
1.0819479048697622, 1.5195928500770144
1.0884711211778029, 1.8611072075125428
1.0966251415628538, 2.2028420034553733
1.1035560588901472, 2.4470878695444895
1.1125254813137033, 2.7889328847409693
1.1194563986409967, 3.130502351803326
1.1284258210645528, 3.569670967973039
1.136172140430351, 4.008674255262282
1.1431030577576444, 4.4962291237844845
1.150849377123443, 4.983894211560347
1.1585956964892412, 5.422897498849585
1.165934314835787, 6.007831077971856
1.1728652321630804, 6.641371347953916
1.1806115515288789, 7.2750218371896285
1.1863193657984146, 8.005720379264451
1.1928425821064552, 8.63920553961969
1.1969195922989808, 9.175036441240739
1.2054813137032843, 10.100767952649809
1.2103737259343148, 10.782694474984362
1.2168969422423557, 11.708150438259308
1.2242355605889015, 12.779702022247756
1.229127972819932, 13.558952145555548
1.2348357870894677, 14.581621490550077
1.240135900339751, 15.409588523971312
1.2438052095130239, 16.237335118885245
1.2503284258210647, 17.35743828410666
1.2597055492638733, 18.477927216715855
