x,y,mode
0.0398936170212766,0.0744680851063819,fs
0.0706686930091185,0.0992907801418425,fs
0.1056231003039513,0.0992907801418425,fs
0.1322188449848024,0.173758865248228,fs
0.155775075987842,0.2234042553191493,fs
0.1846504559270516,0.2978723404255312,fs
0.2386018237082067,0.7198581560283692,fs
0.2978723404255319,1.4893617021276615,fs
0.3237082066869301,2.0354609929078027,fs
0.3495440729483283,2.829787234042554,fs
0.3753799392097265,3.6985815602836887,fs
0.3936170212765958,4.865248226950355,fs
0.4080547112462006,5.833333333333334,fs
0.4285714285714286,7.595744680851066,fs
0.4407294832826749,8.787234042553195,fs
0.4658054711246201,11.790780141843976,fs
0.480243161094225,14.397163120567376,fs
0.4886018237082068,15.861702127659576,fs
0.040273556231003,0.0620567375886551,fn
0.0699088145896656,0.0992907801418425,fn
0.1056231003039513,0.0992907801418425,fn
0.1314589665653495,0.136524822695037,fn
0.1550151975683891,0.1985815602836886,fn
0.1873100303951368,0.2606382978723403,fn
0.2340425531914894,0.3723404255319167,fn
0.2515197568389058,0.6453900709219873,fn
0.3054711246200609,1.340425531914894,fn
0.3335866261398177,1.8617021276595749,fn
0.3624620060790273,2.631205673758867,fn
0.3882978723404255,3.537234042553191,fn
0.4095744680851064,4.617021276595747,fn
0.4293313069908815,5.858156028368796,fn
0.446048632218845,7.173758865248228,fn
0.4642857142857144,9.258865248226952,fn
0.4772036474164134,10.500000000000002,fn
0.4908814589665654,12.088652482269506,fn
0.0395136778115501,0.0496453900709248,sn
0.0699088145896656,0.0992907801418425,sn
0.1056231003039513,0.0744680851063819,sn
0.1314589665653495,0.1241134751773067,sn
0.155775075987842,0.1985815602836886,sn
0.1876899696048632,0.2234042553191493,sn
0.2325227963525836,0.173758865248228,sn
0.2971124620060791,0.3226950354609919,sn
0.3651215805471124,0.5585106382978715,sn
0.4065349544072948,1.0177304964539005,sn
0.4361702127659576,1.588652482269504,sn
0.4635258358662615,2.1099290780141846,sn
0.4874620060790274,2.792553191489363,sn
0.4992401215805472,3.1152482269503547,sn
0.040273556231003,0.0620567375886516,sf
0.0706686930091185,0.0868794326241122,sf
0.1056231003039513,0.0992907801418425,sf
0.1322188449848024,0.1241134751773067,sf
0.155015197568389,0.1861702127659583,sf
0.1876899696048632,0.2358156028368796,sf
0.2340425531914894,0.2978723404255348,sf
0.2838145896656535,0.5336879432624109,sf
0.3328267477203648,1.00531914893617,sf
0.3806990881458967,1.7127659574468108,sf
0.4141337386018238,2.4822695035461013,sf
0.4464285714285715,3.47517730496454,sf
0.4684650455927052,4.406028368794328,sf
0.4946808510638298,5.858156028368796,sf
0.0395136778115501,0.0496453900709248,ns
0.0699088145896656,0.0744680851063819,ns
0.1048632218844984,0.0744680851063819,ns
0.1314589665653495,0.0744680851063819,ns
0.155015197568389,0.1489361702127674,ns
0.1880699088145896,0.210992907801419,ns
0.2329027355623101,0.2358156028368796,ns
0.344984802431611,0.2978723404255312,ns
0.3898176291793312,0.4716312056737592,ns
0.4316109422492402,0.7198581560283692,ns
0.4627659574468086,1.0177304964539005,ns
0.4794832826747721,1.340425531914894,ns
0.5000000000000001,1.7375886524822717,ns
0.0395136778115501,0.0496453900709248,nf
0.0699088145896656,0.0744680851063819,nf
0.1048632218844984,0.0744680851063819,nf
0.1314589665653495,0.0744680851063819,nf
0.155015197568389,0.1489361702127674,nf
0.1880699088145896,0.210992907801419,nf
0.2329027355623101,0.2358156028368796,nf
0.344984802431611,0.2978723404255312,nf
0.3898176291793312,0.4716312056737592,nf
0.4316109422492402,0.7198581560283692,nf
0.4627659574468086,1.0177304964539005,nf
0.4794832826747721,1.340425531914894,nf
0.5000000000000001,1.7375886524822717,nf
