x,y,location,strain,specimen
1.2456062552359677,12.597710136833284,mid-myo,ff,1
1.2504799776598716,13.19151075118682,mid-myo,ff,1
1.2529027645908966,13.833230941077913,mid-myo,ff,1
1.2581705668807597,14.772074839430328,mid-myo,ff,1
1.2666734431722984,16.451605696732756,mid-myo,ff,1
1.2727555431443731,7.440156380899189,mid-myo,ff,2
1.2613533649818487,6.793521362747836,mid-myo,ff,2
1.2585224239039374,6.151577771572185,mid-myo,ff,2
1.2536446802569114,5.656297123708463,mid-myo,ff,2
1.2475324211114214,5.406646188215582,mid-myo,ff,2
1.243468975146607,4.961072326165873,mid-myo,ff,2
1.236950572465792,4.661938006143533,mid-myo,ff,2
1.232468919296286,4.462440659033788,mid-myo,ff,2
1.2247300753979335,4.064116168667969,mid-myo,ff,2
1.215360625523597,3.615638089919017,mid-myo,ff,2
1.2088442334543423,3.267243786651772,mid-myo,ff,2
1.2027299636972912,3.0668528344037966,mid-myo,ff,2
1.1970218374755657,2.9159452666852843,mid-myo,ff,2
1.1872361910080982,2.6642837196313884,mid-myo,ff,2
1.1803136554035183,2.2664060318346806,mid-myo,ff,2
1.1693035464953925,2.0140742809271157,mid-myo,ff,2
1.1631832449036583,1.9614632784138488,mid-myo,ff,2
1.1587036023457136,1.7127059480591988,mid-myo,ff,2
1.1521851996648982,1.413571628036859,mid-myo,ff,2
1.1440221167271711,1.4091036023457129,mid-myo,ff,2
1.134236470259704,1.157442055291817,mid-myo,ff,2
1.124848924881318,1.1523038257469975,mid-myo,ff,2
1.1179183468304943,0.9514660709299037,mid-myo,ff,2
1.1113939123149958,0.800111700642276,mid-myo,ff,2
1.1048674671879364,0.69801731359955,mid-myo,ff,2
1.0934431722982407,0.5932421111421391,mid-myo,ff,2
1.0861024294889696,0.4414409382853925,mid-myo,ff,2
1.0795759843619102,0.3393465512426665,mid-myo,ff,2
1.0697802848366378,0.3339849204132896,mid-myo,ff,2
1.061619212510472,0.2802569114772382,mid-myo,ff,2
1.0550887461602905,0.276682490924319,mid-myo,ff,2
1.053469387755102,0.3094374522945955,sub-endo,ff,1
1.0624489795918368,0.50844907987765,sub-endo,ff,1
1.0706122448979591,0.8546579975151403,sub-endo,ff,1
1.0804081632653062,1.103032531603958,sub-endo,ff,1
1.0938775510204082,1.8929504643790336,sub-endo,ff,1
1.106530612244898,1.99468485182771,sub-endo,ff,1
1.116326530612245,2.537899680756823,sub-endo,ff,1
1.1257142857142857,2.8844428844428838,sub-endo,ff,1
1.1355102040816327,3.37851766423195,sub-endo,ff,1
1.1453061224489796,4.216572788001358,sub-endo,ff,1
1.1542857142857144,5.005265005265002,sub-endo,ff,1
1.1628571428571428,5.646425646425648,sub-endo,ff,1
1.1689795918367347,6.139497568068993,sub-endo,ff,1
1.1755102040816323,6.730961016675302,sub-endo,ff,1
1.1828571428571428,7.715767715767713,sub-endo,ff,1
1.1914285714285715,8.799188799188798,sub-endo,ff,1
1.2,10.079170079170076,sub-endo,ff,1
1.2057142857142855,11.309231309231308,sub-endo,ff,1
1.216734693877551,12.589881161309732,sub-endo,ff,1
1.2212244897959184,14.212728498442782,sub-endo,ff,1
1.2289795918367348,15.345066773638202,sub-endo,ff,1
1.2322448979591836,16.918439775582634,sub-endo,ff,1
1.2416326530612245,19.32886504315076,sub-endo,ff,1
1.2363265306122448,17.60751475037189,sub-endo,ff,1
1.2297959183673468,16.033250318964605,sub-endo,ff,1
1.2187755102040816,13.327539041824757,sub-endo,ff,1
1.2077551020408164,11.899469042326183,sub-endo,ff,1
1.203265306122449,10.620602049173478,sub-endo,ff,1
1.186530612244898,8.159031016173872,sub-endo,ff,1
1.2751020408163265,7.052989910132766,sub-endo,ff,2
1.263265306122449,6.361797790369218,sub-endo,ff,2
1.2612244897959184,5.96812025383454,sub-endo,ff,2
1.2546938775510204,5.573217001788429,sub-endo,ff,2
1.2485714285714289,5.08014508014508,sub-endo,ff,2
1.2383673469387757,4.340258625972908,sub-endo,ff,2
1.23265306122449,4.043858329572615,sub-endo,ff,2
1.2224489795918367,3.598812170240741,sub-endo,ff,2
1.2159183673469387,3.203908918194632,sub-endo,ff,2
1.2057142857142855,2.955422955422957,sub-endo,ff,2
1.200408163265306,2.560853989425418,sub-endo,ff,2
1.1910204081632654,2.263450834879407,sub-endo,ff,2
1.1808163265306122,1.9166847738276296,sub-endo,ff,2
1.173061224489796,1.865427579713291,sub-endo,ff,2
1.166938775510204,1.7163360020502871,sub-endo,ff,2
1.1612244897959183,1.5182158039300866,sub-endo,ff,2
1.1493877551020408,1.2692841264269852,sub-endo,ff,2
1.1408163265306122,1.1195239766668337,sub-endo,ff,2
1.1326530612244898,1.0681553538696384,sub-endo,ff,2
1.1244897959183673,0.9185066327923472,sub-endo,ff,2
1.1146938775510205,0.8175522461236717,sub-endo,ff,2
1.1008163265306123,0.764623621766475,sub-endo,ff,2
1.0918367346938775,0.5656119941834206,sub-endo,ff,2
1.0832653061224489,0.415851844423269,sub-endo,ff,2
1.0742857142857145,0.3151203151203141,sub-endo,ff,2
1.0648979591836734,0.1651373079944527,sub-endo,ff,2
1.0465478538874906,0.2115502346779116,septum,ss,1
1.0510904020134684,0.8577647779062616,septum,ss,1
1.0556002992993674,1.1040065301680109,septum,ss,1
1.0686687980409495,1.1931161145500295,septum,ss,1
1.0789007550506768,1.53458948370859,septum,ss,1
1.085043194340521,1.7794707843003827,septum,ss,1
1.0948629344942522,2.071287667505608,septum,ss,1
1.1034541867900145,2.3141282905924747,septum,ss,1
1.110833276647847,2.70797904904428,septum,ss,1
1.121881504659547,3.0487721923678635,septum,ss,1
1.1288483776613836,3.3929664648663334,septum,ss,1
1.1362233861642066,3.736820624447315,septum,ss,1
1.1440024488130058,4.0303380722399815,septum,ss,1
1.1521978096728114,4.42350860485681,septum,ss,1
1.1563077341677437,4.770083667777698,septum,ss,1
1.1682008026664854,5.460172777362082,septum,ss,1
1.171910754370451,5.907081150942112,septum,ss,1
1.1817549826542413,6.498877627372284,septum,ss,1
1.186717910346235,7.294741854295625,septum,ss,1
1.19164818719815,7.690633290252361,septum,ss,1
1.1965907081150944,8.236514522821574,septum,ss,1
1.2043779334739133,8.630025168355893,septum,ss,1
1.207304265015985,9.4775865587375,septum,ss,1
1.2122467859329298,10.023467791306713,septum,ss,1
1.2200789061968575,10.966941024420104,septum,ss,1
1.2299598666757363,12.008706890687703,septum,ss,1
1.2332657642337257,12.505951976056048,septum,ss,1
1.2439589143595675,13.497041017617846,septum,ss,1
1.246448540915584,13.994966328821164,septum,ss,1
1.2526399564655466,14.839806815862865,septum,ss,1
1.253105230936671,15.539419087136926,septum,ss,1
1.2879273518808243,7.110400653016798,septum,ss,2
1.280536017957962,6.566560097952518,septum,ss,2
1.2747894701040747,6.171348887830758,septum,ss,2
1.267822597102238,5.82715461533229,septum,ss,2
1.261259778246378,5.432623631045505,septum,ss,2
1.2547092034555474,5.188082443371194,septum,ss,2
1.2493667097476364,4.742534521461124,septum,ss,2
1.2427998095367665,4.298006938303512,septum,ss,2
1.2350207468879668,4.004489490510846,septum,ss,2
1.2309149037480445,3.707911026460781,septum,ss,2
1.2215032990952996,3.415754030338068,septum,ss,2
1.2133079382354943,3.02258349772124,septum,ss,2
1.2055370382967143,2.829059247670223,septum,ss,2
1.198570165294878,2.4848649751717566,septum,ss,2
1.189583021563159,2.392354261614852,septum,ss,2
1.182628392626352,2.1981497857288623,septum,ss,2
1.172000544180668,2.00700632610026,septum,ss,2
1.1585157472280798,1.81824365689409,septum,ss,2
1.1499244949323175,1.5754030338072234,septum,ss,2
1.1392966464866336,1.3842595741786248,septum,ss,2
1.1315379906128835,1.340725120740082,septum,ss,2
1.1237670906741035,1.147200870689069,septum,ss,2
1.1143636487313788,0.9550370723080022,septum,ss,2
1.10536834228964,0.7625331610094541,septum,ss,2
1.0984218760628528,0.6683218828651079,septum,ss,2
1.0902428406230869,0.4751377457315797,septum,ss,2
1.0824841847493367,0.4316032922930404,septum,ss,2
1.0739010951635943,0.2887558669478238,septum,ss,2
1.0661628460648935,0.4952044078634081,septum,ss,2
1.0588082443371198,0.4013332426365572,septum,ss,2
1.0506373716073736,0.3081423032446757,septum,ss,2
1.050811014266413,0.3180238812845708,sub-epi,ss,1
1.0618968515017797,0.6576201297150952,sub-epi,ss,1
1.0721595681032328,0.9482853057911173,sub-epi,ss,1
1.0828641811629416,1.6337697430697382,sub-epi,ss,1
1.0923280460435212,2.1717868268115303,sub-epi,ss,1
1.0985115628449684,2.662221111145445,sub-epi,ss,1
1.10669423135802,2.5589658746499424,sub-epi,ss,1
1.1169690824159928,2.997772540736104,sub-epi,ss,1
1.126412723202373,3.2888871411276632,sub-epi,ss,1
1.1354630053565762,3.777748440357183,sub-epi,ss,1
1.140405773978894,4.120715371154262,sub-epi,ss,1
1.15028322158585,4.707888239408334,sub-epi,ss,1
1.158117024473963,5.345565165121311,sub-epi,ss,1
1.1659366704961365,5.810410352489104,sub-epi,ss,1
1.1700785649881609,6.376038942616944,sub-epi,ss,1
1.1791450264177232,7.062422228526648,sub-epi,ss,1
1.1870071430377152,8.045762630929946,sub-epi,ss,1
1.1923877632994486,8.734168326259585,sub-epi,ss,1
1.1998282075553846,9.569591950810512,sub-epi,ss,1
1.2064576656339272,10.504225993017071,sub-epi,ss,1
1.2126694961672533,11.34032375404131,sub-epi,ss,1
1.219696357696813,12.126591594079962,sub-epi,ss,1
1.224691708964049,13.11150498158765,sub-epi,ss,1
1.2313697048686698,14.638704983834772,sub-epi,ss,1
1.263164003359447,12.794099058736952,sub-epi,ss,2
1.2552695281887358,11.415714682973285,sub-epi,ss,2
1.2498848631081625,10.677928490973596,sub-epi,ss,2
1.2440825704823728,9.841606017791587,sub-epi,ss,2
1.2382802778565831,9.005283544609577,sub-epi,ss,2
1.2329077472325296,8.415638842620035,sub-epi,ss,2
1.2246522719803603,7.630045139054696,sub-epi,ss,2
1.217223962180944,6.942763004513909,sub-epi,ss,2
1.2101971006513843,6.156495164475256,sub-epi,ss,2
1.203198552853704,5.715890801126932,sub-epi,ss,2
1.194967346514574,5.226580077581875,sub-epi,ss,2
1.1867361401754442,4.737269354036815,sub-epi,ss,2
1.174790778936606,3.904317563221365,sub-epi,ss,2
1.1669812449615322,3.562923617528675,sub-epi,ss,2
1.157935007626169,3.123442814969202,sub-epi,ss,2
1.1476722910247157,2.832777638893184,sub-epi,ss,2
1.1382205606006557,2.4429020451615244,sub-epi,ss,2
1.1279578439992024,2.152236869085506,sub-epi,ss,2
1.1168679619449962,1.763260123984935,sub-epi,ss,2
1.106390364342675,1.3492560623126906,sub-epi,ss,2
1.095505251242237,0.9601669611332326,sub-epi,ss,2
1.0872861793596265,0.6189977275983125,sub-epi,ss,2
1.0807113263354222,0.3510003904373775,sub-epi,ss,2
1.0532644010238474,0.3101953926860794,mid-myo,ss,1
1.061473428115259,0.6015808251039765,mid-myo,ss,1
1.0700767885653464,0.6451703737494014,mid-myo,ss,1
1.080324387338757,0.7866392964849567,mid-myo,ss,1
1.089758990344408,1.0276771106999902,mid-myo,ss,1
1.09960313236524,1.2684333386834723,mid-myo,ss,1
1.1094472743860715,1.5091895666669473,mid-myo,ss,1
1.1172467624623026,1.800856585316403,mid-myo,ss,1
1.1283225626599762,2.0902709141133826,mid-myo,ss,1
1.1352999315745458,2.3329982457177785,mid-myo,ss,1
1.141867761473935,2.5760071635537294,mid-myo,ss,1
1.151308446742188,2.916050696785128,mid-myo,ss,1
1.1587105603284422,3.406010739698868,mid-myo,ss,1
1.1722618414050028,3.990752708155583,mid-myo,ss,1
1.1792574571073773,4.530497196809062,mid-myo,ss,1
1.1899450062089765,5.166713128394875,mid-myo,ss,1
1.19530246585063,5.707583961974592,mid-myo,ss,1
1.2014820446539447,6.297394482599378,mid-myo,ss,1
1.2101340632048456,7.133029783375712,mid-myo,ss,1
1.2196051597861073,7.968101911688926,mid-myo,ss,1
1.2253934463620468,8.855211175594356,mid-myo,ss,1
1.2287062520590994,9.446992799840055,mid-myo,ss,1
1.2373734762665043,10.530142398157295,mid-myo,ss,1
1.242749182695963,11.368030388786108,mid-myo,ss,1
1.2489530905496846,12.353863785476344,mid-myo,ss,1
1.2551752451912113,13.636714339215668,mid-myo,ss,1
1.2593588281507389,15.069481402637336,mid-myo,ss,1
1.2668156821004082,16.450492916698344,mid-myo,ss,1
1.2755163587521223,18.07817396960558,mid-myo,ss,1
1.2866509541549458,5.991310248894067,mid-myo,ss,2
1.2759634050533466,5.355094317308257,mid-myo,ss,2
1.2693864517600548,4.963576820947761,mid-myo,ss,2
1.264038115512304,4.571214565892586,mid-myo,ss,2
1.2566512075825542,4.328768820519752,mid-myo,ss,2
1.249252135127601,3.888311637114189,mid-myo,ss,2
1.2418713094604528,3.744871610757716,mid-myo,ss,2
1.2348787348893788,3.2546299816124176,mid-myo,ss,2
1.223790770166502,2.767204214782716,mid-myo,ss,2
1.2159973643528728,2.574542915149617,mid-myo,ss,2
1.2041055272561394,2.335194618323939,mid-myo,ss,2
1.1958934590334271,1.994306326397861,mid-myo,ss,2
1.1889160901188576,1.7515789947934692,mid-myo,ss,2
1.181938721204288,1.508851663189077,mid-myo,ss,2
1.1721037025773589,1.4166040137301437,mid-myo,ss,2
1.1602240300058289,1.375267154937191,mid-myo,ss,2
1.150382929116298,1.1840137864618967,mid-myo,ss,2
1.1409513672419471,0.99247883175504,mid-myo,ss,2
1.1282343698522517,0.6546879883761179,mid-myo,ss,2
1.1183963100940215,0.512937479409004,mid-myo,ss,2
1.1077452545680326,0.4707558619213756,mid-myo,ss,2
1.0974946146633215,0.2797840796776398,mid-myo,ss,2
1.0893038343597152,0.2854158043088333,mid-myo,ss,2
1.0774211206568844,0.1945760860077001,mid-myo,ss,2
1.0675921842925569,0.2013341555651315,mid-myo,ss,2
1.0548934336906663,0.1605604692352962,mid-myo,ss,2
1.0506183696376878,-0.048837163506036,sub-endo,ss,1
1.0608400779819225,0.2390657923239025,sub-endo,ss,1
1.0698525601532631,0.7762745908902957,sub-endo,ss,1
1.0796691676020558,1.1141962545046376,sub-endo,ss,1
1.0956200153600757,1.6447096354935908,sub-endo,ss,1
1.1124084092194213,2.521809338138283,sub-endo,ss,1
1.1258921925242005,2.7569366495342784,sub-endo,ss,1
1.1385779270649596,3.2906008152655524,sub-endo,ss,1
1.1480046249018896,3.926665485122388,sub-endo,ss,1
1.1582506392998506,4.611567318485264,sub-endo,ss,1
1.166050857041582,5.348457100096493,sub-endo,ss,1
1.1762999096962587,6.082983793150984,sub-endo,ss,1
1.18370110305598,6.969142001929857,sub-endo,ss,1
1.1943856391732566,8.149898584116109,sub-endo,ss,1
1.201384769894252,9.135700360371006,sub-endo,ss,1
1.205526926550144,10.12425907327544,sub-endo,ss,1
1.2092427145135836,10.81546247612296,sub-endo,ss,1
1.2145940973423694,11.554715346290935,sub-endo,ss,1
1.2207951792993443,12.839053976881118,sub-endo,ss,1
1.225394087214847,14.621216596758632,sub-endo,ss,1
1.228314864670982,15.660581713633054,sub-endo,ss,1
1.2373972267467868,17.339162285106635,sub-endo,ss,1
1.2692766417135768,4.702940076012684,sub-endo,ss,2
1.2590488568559106,4.315787400799511,sub-endo,ss,2
1.2492140198668231,3.68011657903547,sub-endo,ss,2
1.2377618175526843,3.294145448100668,sub-endo,ss,2
1.222203917663243,2.515113920560843,sub-endo,ss,2
1.2152412460228377,2.124810460605346,sub-endo,ss,2
1.2029849184312469,1.9381264646225984,sub-endo,ss,2
1.1948069441045162,1.6978791280203218,sub-endo,ss,2
1.1862238688823434,1.5076504992024624,sub-endo,ss,2
1.1768275536125716,1.3678344262617903,sub-endo,ss,2
1.1645742642776966,1.230775289970662,sub-endo,ss,2
1.150676265307328,0.8967921072842202,sub-endo,ss,2
1.1433206457983442,0.7550067938796055,sub-endo,ss,2
1.1335192296331305,0.6652094287233403,sub-endo,ss,2
1.1261666483808623,0.5730489750103374,sub-endo,ss,2
1.115140814759176,0.48443315413245,sub-endo,ss,2
1.103706841985332,0.3962111813473576,sub-endo,ss,2
1.0935003249246766,0.3564325239755028,sub-endo,ss,2
1.0861507819291245,0.3138969299541188,sub-endo,ss,2
1.07471680915528,0.2256749571690228,sub-endo,ss,2
1.06532657039894,0.1851086036115887,sub-endo,ss,2
1.0510295470465614,0.0003938480927949,sub-endo,ss,2
