x,y
1.053469387755102, 0.3094374522945955
1.0624489795918368, 0.50844907987765
1.0706122448979591, 0.8546579975151403
1.0804081632653062, 1.103032531603958
1.0938775510204082, 1.8929504643790338
1.106530612244898, 1.99468485182771
1.116326530612245, 2.537899680756823
1.1257142857142857, 2.8844428844428833
1.1355102040816327, 3.37851766423195
1.1453061224489796, 4.216572788001358
1.1542857142857144, 5.005265005265002
1.1628571428571428, 5.646425646425648
1.1689795918367347, 6.139497568068993
1.1755102040816325, 6.730961016675302
1.1828571428571428, 7.715767715767713
1.1914285714285715, 8.799188799188798
1.2, 10.079170079170076
1.2057142857142857, 11.309231309231308
1.216734693877551, 12.589881161309732
1.2212244897959184, 14.212728498442782
1.2289795918367348, 15.345066773638202
1.2322448979591836, 16.918439775582634
1.2416326530612245, 19.328865043150756
1.2363265306122448, 17.60751475037189
1.2297959183673468, 16.033250318964605
1.2187755102040816, 13.327539041824755
1.2077551020408164, 11.899469042326185
1.203265306122449, 10.620602049173478
1.186530612244898, 8.159031016173872
