gen0,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,gen19,gen20,gen21,gen22,gen23,gen24,gen25,gen26,gen27,gen28,gen29,gen30,gen31,gen32,gen33,gen34,gen35,gen36,gen37,gen38,gen39,gen40,gen41,gen42,gen43,gen44,gen45,gen46,gen47,gen48,gen49
4,11,8,10,7,8,12,16,11,11,13,6,1,11,5,15,3,8,16,17,17,3,5,29,5,36,11,13,17,6,5,9,15,3,13,18,17,17,12,16,9,29,22,16,17,9,7,17,17,2
7,5,12,8,1,5,5,8,18,7,17,11,3,17,5,16,42,9,9,9,25,13,23,30,8,12,13,11,3,17,24,18,16,11,15,18,17,3,11,5,11,12,11,11,23,4,11,9,18,19
5,7,3,4,7,13,9,8,8,7,7,13,12,14,11,5,9,15,9,21,5,37,3,7,12,13,10,13,5,14,22,3,19,13,7,13,18,8,18,8,9,11,21,9,3,11,5,9,9,14
4,4,3,11,12,2,11,5,7,5,15,13,17,13,5,3,6,10,23,3,9,5,13,13,15,3,16,13,7,5,16,9,23,7,5,6,6,10,9,6,4,7,11,13,9,21,21,15,5,9
4,3,13,9,8,6,13,13,5,7,9,15,9,14,13,15,6,11,3,7,14,35,11,21,6,24,5,19,3,11,13,11,5,13,5,19,12,9,7,4,5,5,17,5,11,3,13,27,21,11
3,10,4,15,7,6,12,3,7,20,9,5,11,13,13,5,7,18,5,10,12,20,23,11,20,15,9,9,9,16,16,11,15,20,7,11,12,9,11,6,9,15,8,12,9,14,19,19,25,9
3,11,8,7,10,6,4,9,5,3,5,13,14,3,15,15,7,6,13,11,13,13,3,22,9,10,11,21,6,7,7,16,3,9,17,5,5,18,6,13,10,7,29,19,13,2,22,1,4,19
9,6,3,8,4,5,7,6,3,7,15,5,11,9,5,5,15,11,21,25,7,8,5,13,7,11,24,21,19,17,3,27,25,11,23,21,3,20,13,3,13,13,23,19,17,19,6,10,11,14
5,3,7,1,15,14,8,10,11,9,13,18,11,9,14,7,5,8,9,13,14,7,15,11,14,15,1,7,8,7,31,7,15,20,9,15,15,17,18,1,11,7,20,22,16,35,17,29,7,11
6,4,7,7,5,10,6,9,14,3,17,12,5,15,3,22,7,26,3,11,7,13,15,7,15,17,7,11,23,3,21,3,13,4,8,10,4,5,5,14,17,9,10,23,29,13,9,1,7,23
5,10,6,4,9,13,6,15,14,13,6,10,20,5,15,11,9,24,13,13,21,9,2,3,9,22,11,6,24,11,2,5,14,10,16,13,5,15,11,21,11,15,11,8,7,21,17,17,9,11
6,9,6,3,7,5,2,8,3,7,4,5,14,3,22,9,6,25,16,13,11,7,6,37,20,24,17,6,23,5,15,5,13,8,15,17,17,12,11,5,21,9,13,6,12,21,7,11,4,11
5,3,7,9,6,7,9,5,10,9,11,31,13,25,13,12,18,13,5,19,13,3,17,1,3,8,11,3,5,22,16,18,13,9,20,7,11,6,11,5,3,2,15,13,7,13,3,13,15,3
7,2,14,8,5,7,10,15,13,18,18,7,5,9,7,24,9,9,20,3,13,11,10,5,8,10,23,23,19,5,12,5,3,14,29,15,21,20,9,17,13,11,11,6,15,11,13,5,3,19
5,8,7,5,11,6,5,11,5,17,12,7,9,33,9,11,7,21,11,13,7,21,5,13,9,13,14,12,20,12,3,3,16,7,12,6,11,15,6,7,27,17,5,13,3,15,11,13,24,15
3,3,4,3,12,8,3,7,16,9,11,5,7,11,11,14,7,23,11,10,35,26,9,15,17,9,13,11,21,19,8,8,6,13,9,15,30,33,6,3,19,9,26,17,15,16,3,17,10,21
10,7,3,9,10,12,7,4,11,9,9,21,11,20,16,7,19,22,18,11,30,7,13,11,17,11,7,17,19,3,4,11,21,5,6,17,5,3,7,18,17,13,5,17,19,15,30,15,15,16
5,6,5,7,9,3,5,16,5,13,1,10,9,16,15,7,16,14,6,28,14,9,26,24,21,9,22,16,18,8,22,15,18,15,5,15,3,3,16,3,14,19,17,3,15,17,15,21,5,1
7,6,9,11,3,5,6,8,7,18,14,9,7,11,14,11,11,5,3,3,15,9,8,5,6,7,27,13,16,17,11,15,27,15,7,8,22,26,20,9,11,13,9,9,17,15,12,25,7,5
5,5,7,6,9,6,3,7,3,19,1,12,18,17,9,17,5,19,7,10,15,11,1,11,8,17,12,15,13,7,7,7,9,11,20,5,14,15,3,15,19,15,9,20,13,29,13,5,19,31
4,4,3,10,5,6,9,3,6,5,14,9,7,9,6,3,16,15,19,10,7,20,19,23,20,17,7,15,3,15,15,31,9,15,11,15,6,16,34,3,15,5,13,17,17,6,3,17,21,9
9,3,3,7,5,9,1,12,9,11,31,6,7,8,7,10,9,7,7,25,5,24,18,19,13,9,16,6,3,14,10,11,7,12,15,17,9,15,6,9,3,5,7,15,3,13,16,11,13,25
3,7,7,3,9,6,20,9,5,10,22,13,10,7,7,5,9,23,15,7,20,10,3,7,21,18,24,7,7,11,15,17,13,13,8,3,13,17,4,23,29,15,19,23,20,19,19,17,10,11
3,3,5,5,8,7,14,1,7,21,3,10,7,5,17,13,9,15,19,9,35,2,23,26,10,17,6,11,16,11,9,17,11,3,17,30,15,5,13,8,9,9,1,15,9,14,7,15,11,21
11,11,7,7,7,14,3,9,9,20,3,14,11,9,7,5,4,19,15,10,8,13,7,2,33,19,5,23,5,19,11,17,6,21,5,9,2,11,12,16,5,16,22,3,17,5,13,13,7,13
8,5,6,7,15,5,7,24,3,9,16,1,11,6,19,9,18,7,4,10,7,3,11,22,13,3,12,3,20,11,9,16,11,9,15,9,8,11,11,13,7,15,19,13,21,5,12,14,16,13
9,7,9,11,3,10,7,5,23,7,22,32,11,13,16,21,9,6,7,3,4,25,7,15,13,7,9,6,19,27,11,7,15,9,7,34,15,3,15,26,5,14,11,11,13,8,5,11,7,21
5,17,8,3,15,8,8,8,5,3,5,3,8,13,5,9,5,9,9,11,13,3,5,20,21,24,15,11,7,5,30,7,5,11,5,3,25,9,4,19,17,17,23,12,22,5,18,5,15,3
10,3,3,6,5,6,7,9,13,3,4,8,5,11,4,5,5,8,20,22,8,7,17,5,4,9,10,11,11,3,7,5,7,17,9,11,4,23,11,13,23,13,20,9,7,41,15,38,16,16
10,10,16,7,12,6,4,19,7,20,12,8,9,8,11,34,27,9,11,5,11,26,4,9,28,7,24,9,5,5,9,22,9,15,5,6,3,7,9,9,25,5,5,1,27,22,27,15,16,5
9,11,6,3,5,10,11,5,5,14,2,3,8,7,11,9,5,11,7,5,3,8,18,14,11,13,11,15,11,13,10,11,11,5,13,3,20,13,18,13,6,9,13,13,11,3,17,11,14,12
6,4,10,6,6,3,14,11,8,11,4,19,9,7,25,20,3,3,9,11,19,18,9,9,20,21,23,19,13,7,23,17,18,22,12,13,11,3,3,5,3,27,3,8,3,17,13,3,13,11
5,5,4,16,7,7,11,3,5,9,11,3,9,11,12,23,7,20,3,9,13,20,9,13,3,7,19,21,17,22,11,2,25,6,8,7,7,19,3,16,3,9,13,18,17,27,31,17,3,8
6,11,5,5,8,5,9,7,20,17,3,15,11,3,15,11,27,16,5,3,11,11,6,15,7,13,5,9,7,19,7,13,28,17,1,15,3,13,9,5,17,5,7,19,13,8,8,3,6,21
5,12,1,5,15,7,13,2,10,17,15,9,16,5,3,9,10,6,18,3,15,13,17,13,22,3,8,3,4,13,16,16,15,35,30,15,13,17,5,13,11,9,31,10,7,13,17,9,15,19
10,7,4,12,7,5,3,5,9,5,3,9,21,19,16,7,9,13,15,5,13,6,2,21,11,22,5,23,19,5,16,19,9,11,17,11,36,13,12,12,9,13,16,3,11,14,17,20,9,15
3,3,10,3,18,5,15,9,7,3,14,8,2,7,7,19,8,7,10,7,6,5,5,5,3,17,12,7,11,11,5,5,12,2,4,19,15,22,24,6,12,15,12,5,7,3,16,3,15,16
11,4,10,6,7,7,6,3,3,14,20,6,7,7,11,11,11,11,7,9,9,7,16,15,34,12,19,11,17,15,11,3,2,6,9,17,19,3,11,11,7,23,7,11,21,27,21,7,15,6
8,13,11,10,8,19,16,12,15,22,23,5,9,10,3,1,3,9,26,20,15,25,13,16,8,8,13,17,19,18,21,5,2,15,9,5,15,19,7,13,15,5,13,13,33,18,3,17,13,9
10,6,9,9,11,12,3,6,3,18,8,5,11,6,7,16,16,15,22,5,6,9,11,13,23,20,15,1,9,17,15,9,9,15,5,36,3,9,14,16,15,14,7,24,19,11,13,7,7,11
3,10,4,4,9,8,5,12,6,18,11,15,9,11,6,8,7,10,9,20,3,7,7,15,25,8,19,26,7,7,9,7,15,18,5,9,22,11,17,25,19,15,21,9,11,11,7,8,19,6
3,6,3,10,5,8,8,1,7,11,20,11,7,3,16,7,17,7,21,21,3,30,3,7,12,5,14,16,15,13,16,17,9,8,13,13,15,2,19,11,17,9,17,12,15,16,20,5,19,13
8,7,8,7,5,3,3,8,2,7,7,19,7,4,14,7,3,16,7,3,5,15,21,13,11,9,17,15,3,6,19,13,19,5,9,17,17,21,7,7,14,7,13,2,10,11,7,23,19,13
4,7,5,7,8,9,11,8,5,15,5,5,16,18,3,3,11,10,18,3,3,27,9,12,21,26,9,12,18,18,3,16,9,20,12,3,1,21,11,16,14,17,19,19,19,20,9,5,13,18
5,5,10,5,6,10,5,7,3,18,11,11,2,7,10,18,5,1,19,10,7,26,5,17,13,13,13,9,16,18,42,3,11,10,15,19,19,11,15,15,3,12,12,19,27,11,15,36,14,16
11,7,6,12,13,15,3,15,13,7,23,14,13,11,11,22,18,13,16,19,13,33,9,5,7,25,6,3,18,12,16,11,9,16,7,5,7,4,5,9,11,4,15,13,11,28,17,4,21,3
4,10,13,6,6,9,5,7,13,11,9,11,8,7,11,7,5,9,5,7,8,11,5,8,7,19,11,13,11,21,3,15,9,9,10,9,9,11,26,15,15,9,12,15,10,31,22,9,7,3
6,8,8,14,9,3,5,15,26,5,17,15,13,9,20,11,4,5,5,3,17,7,7,16,11,11,19,26,27,5,3,6,15,13,15,11,13,7,5,13,10,4,19,17,20,15,17,7,9,25
5,1,11,9,7,9,7,7,11,8,7,18,23,1,5,9,12,11,16,12,4,16,4,7,4,12,13,7,9,20,27,15,8,1,6,4,21,3,12,14,7,19,17,7,16,13,22,11,5,2
3,10,5,8,5,9,5,7,7,13,19,18,25,7,7,13,15,2,25,9,23,13,13,7,9,15,11,23,26,18,20,23,11,11,5,35,13,11,15,3,15,16,21,13,13,17,20,19,23,17
5,10,2,9,6,8,5,15,10,5,11,16,5,7,23,7,4,9,3,4,17,10,4,19,29,7,26,19,18,16,13,4,19,9,20,16,15,18,23,29,11,15,17,1,19,3,16,16,6,17
5,9,7,12,7,7,15,8,9,9,14,19,11,5,17,25,23,13,9,21,3,17,10,23,24,7,7,14,20,3,14,7,9,7,16,9,3,15,11,19,8,10,8,3,17,9,14,3,21,11
3,9,10,15,8,7,13,9,4,6,3,9,15,9,10,7,14,5,7,3,7,7,2,13,12,15,5,11,5,7,17,19,7,17,19,6,9,20,13,11,21,5,11,15,12,19,27,35,13,22
10,5,5,8,10,11,5,3,8,6,3,7,9,5,23,9,5,13,5,33,14,11,27,14,23,22,7,24,2,7,10,18,3,18,17,11,18,13,13,11,8,7,17,13,15,11,3,9,19,8
3,5,9,5,10,5,13,7,9,3,11,2,7,11,1,27,14,15,12,26,5,11,4,15,20,13,1,8,19,18,6,13,11,7,8,8,11,15,8,26,8,27,6,8,17,15,13,7,5,12
3,9,13,12,3,7,3,5,15,26,32,7,6,5,9,6,4,16,16,18,1,19,23,18,11,3,28,8,8,11,15,15,7,19,20,6,18,12,17,12,3,7,13,12,13,13,10,15,14,8
9,9,7,7,8,8,9,7,13,1,11,9,6,15,29,11,3,11,17,7,25,9,4,5,7,21,20,18,20,19,1,13,13,3,18,4,20,9,10,13,9,25,13,18,9,12,3,3,13,3
8,10,8,8,4,12,13,9,2,14,11,9,9,7,13,5,11,22,18,13,13,8,3,11,13,7,3,13,3,8,5,3,12,9,11,7,6,15,15,7,16,21,2,19,12,7,7,26,7,17
6,7,4,12,13,6,9,6,11,9,8,25,10,17,7,17,15,9,5,11,5,10,8,15,20,13,45,28,7,5,17,26,15,21,7,23,19,5,15,33,7,14,23,9,3,15,11,8,31,19
2,5,1,8,10,10,15,3,3,13,7,17,3,9,7,14,28,20,18,9,7,13,9,7,18,11,7,5,5,17,3,9,14,13,7,9,19,7,15,21,9,7,13,11,14,15,19,11,15,15
4,5,3,3,9,1,3,13,11,12,18,18,19,7,8,7,4,22,7,17,22,9,11,15,13,9,5,5,3,3,24,1,7,19,3,7,17,8,11,24,17,17,9,6,26,17,23,15,38,15
3,5,7,9,3,20,5,7,7,4,15,3,7,23,6,5,10,26,5,7,10,21,10,26,13,11,23,15,9,8,5,13,9,18,3,5,15,19,13,4,19,6,11,20,21,17,13,23,3,1
5,4,5,6,9,10,7,3,11,13,32,20,15,3,3,2,18,8,12,19,5,8,3,6,20,7,17,4,11,21,11,18,35,10,9,8,9,7,27,7,13,15,8,28,28,5,3,21,5,11
4,5,9,2,7,3,16,8,8,5,11,7,15,7,5,8,22,9,17,17,11,21,4,7,3,13,17,8,10,4,23,3,13,13,13,21,7,17,10,15,7,21,17,5,7,18,14,15,19,3
4,3,6,1,7,3,7,10,6,5,15,22,15,3,9,12,23,17,1,3,18,13,10,21,6,7,17,29,5,17,13,11,16,13,16,8,9,13,7,19,4,19,17,14,6,17,9,29,12,15
7,3,6,2,4,7,3,10,5,11,5,11,3,20,7,22,15,3,10,19,32,15,11,9,11,3,6,11,7,9,13,15,19,5,23,5,19,19,3,25,15,12,9,19,3,20,29,19,12,2
7,5,5,2,7,11,7,6,9,13,5,11,10,7,9,3,1,21,1,24,3,18,20,15,13,7,12,25,13,21,11,19,5,5,5,9,19,11,14,11,13,13,15,23,34,11,12,16,17,19
5,9,8,4,7,5,3,5,16,9,15,11,7,11,7,7,12,7,11,16,15,11,3,23,8,5,2,20,13,17,11,15,15,17,9,5,7,17,23,19,12,27,8,13,10,25,10,17,9,12
3,10,8,3,10,10,23,6,3,9,15,16,3,17,19,24,9,11,12,9,9,5,22,22,17,18,15,8,7,10,16,19,11,17,9,5,10,16,11,11,19,3,31,13,17,14,14,9,19,13
5,12,5,7,9,3,4,5,7,11,12,6,7,4,16,11,6,25,17,5,28,20,11,7,6,8,2,16,9,14,11,11,11,3,9,37,11,9,11,6,7,19,12,3,13,9,3,19,28,7
5,8,5,7,7,11,12,7,5,16,3,3,9,11,3,5,21,7,19,18,13,5,5,18,9,24,27,26,7,11,6,13,19,26,12,7,11,9,28,22,13,3,19,3,13,15,15,27,9,4
7,6,7,9,4,7,3,9,9,13,4,12,18,7,16,4,23,6,10,25,20,23,5,15,9,11,9,15,11,17,13,17,15,15,11,12,11,11,3,9,9,25,23,7,5,6,3,13,17,19
3,3,10,11,7,12,3,3,9,5,4,8,7,7,7,5,30,20,9,7,7,5,17,17,5,4,4,5,13,11,6,1,17,24,19,10,10,5,9,18,15,3,7,14,14,17,37,11,13,11
