gen0,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,gen19,gen20,gen21,gen22,gen23,gen24,gen25,gen26,gen27,gen28,gen29,gen30,gen31,gen32,gen33,gen34,gen35,gen36,gen37,gen38,gen39,gen40,gen41,gen42,gen43,gen44,gen45,gen46,gen47,gen48,gen49
1.5812715738139405,inf,5.265719188372062e+19,1.9192737784048015,1.4790169293096427,1.6832547025761593,3.6624617751174164,0.049291223410602505,1.685112242993322,1.2082182337289376,0.6560675153212314,0.24008731849175896,5.204890759507515,inf,1.447296522261448,0.5037341928272903,0.7908023848026744,0.23655400661769682,0.2514779138010871,0.04857925866484787,0.36902097074820817,inf,0.23669427709491325,1.9192737784048015,inf,0.04637991140094147,0.9007422804396897,0.06881515440712449,1.606538823676185,0.5123361162830946,0.37276985452264466,1.6251305280745578,inf,1.4215377009121584,0.06605772222211498,1.9192737784048015,inf,0.12826833683674416,0.04674227733033805,0.06045050180873416,inf,1.0815013883912405,0.04637991198491753,0.8339082900833756,0.18994662972899606,0.24824856068538706,inf,1.2521213912384015,0.04323644701051044,0.23867638760012286
inf,4.035822497590895,1.478504945887785,0.34581666329662547,0.6772059456949193,1.9192737784048015,inf,1.4314796973993695,2.209330478412031,0.9605560006289611,inf,0.04457497259464619,1.8627771372836688,1.5445970953202999,0.23606711278363002,1.4704757521277103,0.23467638757540257,0.9542073447016743,inf,inf,inf,1.8145755365618952,1.5425970953202999,0.6093717981042943,1.8411126534228284,1.1927877375935605,0.8232863609142589,0.7054322731259115,0.4124114718221031,1.9192737784048015,0.3327921619712262,0.6240720900812347,0.04370725465224476,0.958966594853154,0.03595351568349225,0.23106185471152021,0.3905054663920783,0.26726881516443723,0.5833107220747498,0.10766488338665167,0.26154937716948934,0.11197530983424961,0.0444971766140204,1.9272737784048015,0.41267404269624264,0.7912574276565397,1.3856633329038601,0.23855400661769682,1.9192737784048015,1.7507483188350108
1.3381517621118135,0.27447956526640854,1.1262611626489418,1.507072756878698,1.509072756878698,0.382682031983256,0.1932315918485472,1.5425970953202999,0.19400038464330704,inf,0.6058693336872798,0.04237991140094156,1.4274796948702402,1.8817538820750848,0.13404032051732495,inf,0.18363766700728884,inf,inf,0.16521976709470684,0.03753136361949877,inf,1.0888335736402714,0.6441692234302508,0.4658327959833365,0.03595381049102633,0.19685891823708102,0.1941586440552136,0.4765675514535343,0.19635349338664926,0.20635811177638613,inf,inf,0.7054322748428945,0.043015564377338875,1.4222662808513622,0.23880420818344816,1.9192737784048015,1.0732700360221685,1.3105801668862698,inf,0.0464066669601287,inf,0.5834587593392095,0.7835870228098581,0.3710039119033055,0.11741256742755113,0.046481906128373406,1.2204725221145365,0.29317482641522075
1.1913912810475407,1.8441325906400419,1.389388613010699,0.8574604840789251,0.456010648359275,0.13983663900617546,0.6916657683348689,1.8411401984538247,0.5116581918047215,1.4600535192899124,0.857459259167294,0.7016893772268136,inf,inf,1.8695740836517523,inf,0.4938027126020751,0.5033602593491219,1.7307681040886203,0.2865547827698404,0.7074322731259115,0.7034322731259115,1.9192737784048015,0.10612493039765364,0.5192502694472506,0.07437991691334539,inf,0.1543299132818638,1.2493117979805493,0.4585379289085547,0.2471136857623833,0.6702591899186673,inf,0.1285437301904811,0.9111696067267057,0.21254606687960798,0.23011696534227827,inf,0.2430013093259089,1.9794401592629827,1.9192737784048015,1.505072756878698,1.7876694514499938,inf,0.03982648758120352,3.75706621403488,0.030241072552077454,inf,321.1382441411015,inf
1.6083736986630486,1.9192737784048015,1.1675361383478688,1.9232737784048015,0.24768736292831095,1.1242611626489418,1.4176787550480534,1.493823368545321,4.818722593295115,0.09896797197234189,1.051025859657186,0.12611322488837484,0.4559246629267974,1.9192737784048015,0.16056209692264145,0.314396660051273,0.1342022948456559,0.7513674494779207,0.24574583705019565,inf,0.27189167894650323,0.6126056337599095,2.4826614235984157,0.7054322731259115,0.06448164422613652,0.23855400665791307,1.4489493039452945,1.6211305280745578,1.9192737784048015,inf,0.19866351982253042,inf,1.9192737784048015,1.4215377009121584,0.049635544141858154,0.7054322731259115,1.9192737784048015,1.4274796948702402,0.045212222088039045,0.03535069439831669,0.6727977002924276,0.9515762349853378,0.24655400661769683,1.9192737784048015,0.046379911426519364,0.2440200520451039,0.06959844828876807,0.16854741531397843,0.04122724448873631,0.24055400670475452
0.7214790720547342,0.2346763875754027,1.4294796948702402,1.4396475937812196,0.9364056063219379,0.6453245583022849,1.7896694514499938,1.848751675678373,0.24246210871444412,0.2319043208439715,0.9044630381129249,inf,0.08052056338722749,inf,inf,1.4620535192899125,0.04195331447256943,1.2766675740197586,0.23467638757540257,0.9043978267985255,0.19061091726986656,0.0682150561102992,18.199527499439128,inf,0.23737652966900044,inf,0.23494137390215905,inf,0.17402255754338475,0.05894922860556815,0.03522724473985693,0.23655400661769682,inf,0.5917109795106302,0.03009003898763599,inf,1.1222611626489418,0.04802453404335792,0.2505556112269074,0.3824292046655789,0.43484264123665073,0.4288877884709502,inf,inf,0.9448680440856421,0.8335435335240927,0.5848415867991569,0.14364517358320497,0.09131248357198092,0.09276291910888704
1.3856633330940293,1.902197565122309,1.2556387985041333,1.4274796948702402,1.1793498037958496,0.2338916896616765,0.03879071706810359,1.4826555129674432,1.6465591906982229,0.035953810852744544,1.6211305280745578,1.9192737784048015,0.24255400661769683,inf,1.710370553394453,1.9192737784048015,0.8473478880616395,0.6504355292923508,1.9192737784048015,1.2644032475880336,1.708370553394453,0.05590753189163174,0.23145399467024635,1.3966756567847445,0.04637991143160039,0.2394776508143227,0.8255977249739221,0.041709197411812435,0.23655400661769682,inf,0.06637991685506905,0.04237991140094156,1.8367137200821229,0.0878292827829276,0.23855400661769682,0.037673607796611004,0.25988091511376404,1.4294796948702402,0.24055400670439347,0.9900913278248945,inf,0.42248916687956695,inf,1.7094010738515786,0.048398985780630545,0.674259189383845,0.07995263109030681,0.026241072580150085,0.18286480554826856,0.7074322750535942
inf,1.7293208499207182,inf,0.2366763885205979,0.6791529966286766,inf,1.9192737784048015,inf,0.4253379064375531,1.9192737784048015,0.3962486390105098,0.6785276323424436,inf,1.1286064895199,15.199371741804994,1.6576878067196468,0.24439245104553506,0.5013602570579204,1.2619847442076855,1.4674559075555405,1.9192737784048015,0.07237991693989493,0.045306888808272536,0.33874258256455064,0.042491073638230084,inf,inf,0.06699862153773498,0.4070557269410998,0.029335558315984125,1.509072756878698,inf,1.922057130419593,0.7875495796872934,0.6572020488211953,4.84282385510141,0.1122522421547156,0.5529200000776052,0.22163819001123558,0.048378168503716124,1.8150925920576988,0.2518785200308293,0.1717509553972191,0.46712163468514,0.13791291608778306,inf,inf,1.623130528074558,0.7074322745893884,1.2206823743608495
inf,1.186438876483405,3.0995332597596614,0.23206476687100328,0.6389383084402681,0.28129240844982684,0.38452309437624943,0.23206476687100328,0.2454801727915713,0.4442417898130989,0.05392794820787161,0.04601849605242421,1.2196108338830323,0.044379911430076,0.43493255504888884,0.6989753210620756,0.23855400665791307,0.7766911564439809,0.6851529967921927,1.5343310179566263,0.39674299951633596,0.09084167612965938,0.09084167612965938,inf,0.14053692926393554,1.9192737784048015,0.6058800969761089,5.799574283624601,1.8633834414206665,inf,inf,0.2191210085697099,0.5163218376764432,1.9192737784048015,4.033822497590895,0.07540498012443578,0.4013581195617,inf,1.0215334833750622,0.8063274452458493,0.04075117142652046,1.3896633343906126,1.8623724310434278,1.1538328319090216,0.09737255591505475,4.276799507445508,0.20126153064517144,1.511072756878698,inf,0.03280575561370825
inf,inf,0.40680051451491395,1.5294555391511566,1.0628513995734594,inf,1.8533323786537506,0.24246210871444412,1.9192737784048015,0.19808858704855858,1.9192737784048015,20.30457108400944,inf,0.5771431437198982,0.9401963244762824,0.04437991154427194,0.7321478527626417,0.22224501975810398,0.7855304901954154,0.13741617357285082,0.524213890426309,1.432123274476441,0.23805696486437827,0.3294417302038414,0.23855400665791307,0.061655729043825845,0.052373694591562596,0.3640084462028906,1.6211305280745578,0.7094322731259115,0.6943896265747926,0.2778455491222372,0.7054322731259115,0.029837966770110018,0.04501556437653767,0.8340766281537079,1.170760106559966,0.2571578960623805,inf,0.2007385423907097,0.24254240485772477,0.03347073756958589,0.04946473547711357,0.5763838995603467,0.26177919665768307,1.628293096424625,0.03869720505897426,0.07475043822364279,inf,0.8355977273634136
