,x,y
0,0.0677875015553435,1.1668928086838548
1,0.0708691556113833,1.4518317503392133
2,0.0743709005587386,1.5468113975576685
3,0.077007578226375,1.7367706919945718
4,0.0868980820391887,2.4830393487109923
5,0.0917394962464374,2.917232021709633
6,0.0976986840312135,3.649932157394845
7,0.1016691058403891,4.111261872455906
8,0.1069744568147748,4.857530529172321
9,0.1109555438369881,5.440976933514248
10,0.11692302678746,6.26865671641791
11,0.1209041138096733,6.852103120759837
12,0.1268526363814117,7.462686567164178
13,0.1330467551089333,8.385345997286297
14,0.135742683960112,9.253731343283585
15,0.1441202088011708,10.176390773405698
16,0.1477262358315607,11.46540027137042
17,0.1517357634218743,12.37449118046133
18,0.1586524503326953,14.07055630936228
19,0.1607632737463931,15.739484396200814
20,0.1678544553927464,16.933514246947084
